,docid,firstpub,date,birthdate,recept,genretags,enumcron,nationality,gender,author,title
5119,mdp.39015007947453,1983,1983,1948,,bio,,,unknown,"Turing, Penelope.",Hans Hotter
5120,mdp.39015008590914,1983,1983,1948,,bio,,,unknown,"Thatcher, Carol.",Diary of an election
5121,mdp.39015008277322,1983,1983,1948,,bio,,,unknown,"Gautier, Gilberte.","Cartier, the legend"
5122,mdp.39015005554301,1983,1983,1948,,bio,,,unknown,"Tolstoy, Nikolai.",The Tolstoys
5123,uc1.b3899269,1983,1983,1898,,bio,,,male,"McGill, Ralph,",Southern encounters
5124,mdp.39015005296093,1983,1983,1948,,bio,,,male,"Paper, Lewis J.",Brandeis
5125,mdp.39015018062201,1983,1983,1948,,bio,,,male,"Briggs, William J.",The cotton man
5126,mdp.39015055843299,1983,1983,1946,,poe,,,male,"Codrescu, Andrei,","Selected poems, 1970-1980"
5127,mdp.39076002897051,1983,1983,1948,,poe,,,unknown,"(Levon Vardani) Mirijanyan, L. V.",The shepherd of songs
5128,mdp.39015055824281,1983,1983,1948,,poe,,,unknown,"Dailey, Lige.",Intimate strangers
5129,uc1.b4431468,1983,1983,1948,,poe,,,unknown,"Kitrilakis, Thalia.",Biting sun
5130,mdp.39076002947864,1983,1983,1948,,poe,,,unknown,"Khatchadourian, Haig.",Shadows of time
5131,mdp.39015054301661,1983,1983,1948,,poe,,,unknown,"Burrs, Mick.",The blue pools of paradise
5132,mdp.39015059135957,1983,1983,1948,,poe,,,unknown,Hesiod.,Theogony ; Works and days ; Shield
5133,mdp.39015060028217,1983,1983,1948,,poe,,,unknown,"Kotzwinkle, William.",Great world circus
5134,uc1.b3477122,1984,1984,1895,,fic,,,male,"Whitaker, Malachi,",The crystal fountain and other stories
5135,mdp.39015027249575,1984,1984,1949,,fic,,,female,"Elgin, Suzette Haden.",Native tongue
5136,mdp.39015017690044,1984,1984,1949,,fic,,,unknown,"Liben, Meyer.",New York street games and other stories and sketches
5137,mdp.39015056891321,1984,1984,1949,,fic,,,female,"Vinge, Joan D.",World's end
5138,inu.39000001130710,1984,1984,1949,,fic,,,unknown,"Wheatley, Nadia.",The house that was Eureka
5139,mdp.39015014190071,1984,1984,1948,,fic,,,unknown,"Kilodney, Crad,",Pork College
5140,mdp.39015058346449,1984,1984,1949,,bio,,,unknown,"Krauss, Bob.",Grove Farm Plantation
5141,inu.39000000597562,1984,1984,1925,,bio,,,unknown,"Jackman, S. W. (Sydney Wayne),",The people's princess
5142,uc1.b4531759,1984,1984,1937,,bio,,,female,"Sheehan, Susan,",Kate Quinton's days
5143,uc1.b4401382,1984,1984,1949,,bio,,,male,"Lawson, Philip,","George Grenville, a political life"
5144,inu.39000000949136,1984,1984,1949,,poe,,,unknown,"Rifbjerg, Klaus.",Selected poems
5145,mdp.39015055435096,1984,1984,1950,,poe,,,female,"Eisenberg, Susan,",It's a good thing I'm not macho
5146,mdp.39015055119260,1984,1984,1949,,poe,,,unknown,"Gardiner, Dwight.",The New York book of the dead
5147,uc1.b3578112,1984,1984,1949,,poe,,,male,"Huq, Syed Shamsul.",Deep within the heart
5148,mdp.39076002897044,1984,1984,1949,,poe,,,unknown,"Kudian, Mischa.",Witricks galore!
5149,mdp.39015051350117,1984,1984,1947,,poe,,,female,"Boyer, Jill Witherspoon,",Breaking camp
5150,mdp.39015063156544,1984,1984,1946,,poe,,,unknown,"Javan,",Something to someone
5151,mdp.39015057618061,1984,1984,1949,,poe,,,unknown,"Roche, Judith.",Ghosts
5152,mdp.39015053538313,1984,1984,1949,,poe,,,unknown,"Higiro, Joy.",Voice of silence
5153,mdp.39015012940808,1985,1985,1881,,fic,,,unknown,"Colum, Padraic,",Selected short stories of Padraic Colum
5154,mdp.39015019356388,1985,1985,1914,,fic,,,male,"Hersey, John,",The call
5155,mdp.39015024082227,1985,1985,1950,,fic,,,unknown,"Alcock, Vivien.",Travelers by night
5156,inu.30000107235537,1985,1985,1925,,fic,,,male,"Zeplin, Zeno,",Secrets of silver valley
5157,uc1.32106006970906,1985,1985,1934,,fic,,,male,"Strand, Mark,",Mr. and Mrs. Baby and other stories
5158,mdp.39015010333279,1985,1985,1913,,fic,,,male,"Davies, Robertson,",What's bred in the bone
5159,inu.39000004221615,1985,1985,1950,,fic,,,unknown,"Omotoso, Bisi.",Two stories
5160,mdp.39015054295004,1985,1985,1950,,poe,,,unknown,"Anyidoho, Kofi.","A harvest of our dreams ; with, Elegy for the revolution"
5161,inu.30000079572149,1985,1985,1922,,poe,,,male,"Taylor, Ken,",A secret Australia
5162,mdp.39015057022157,1985,1985,1950,,poe,,,unknown,"Malloy, Merrit.",The people who didn't say goodbye
5163,uc1.b3406952,1986,1986,1951,,fic,,,andy,Krishna Narayan.,The alien planet
5164,uc1.32106014684952,1986,1986,1951,,fic,,,female,"Fox, Paula",A servant's tale
5165,uc1.b4439307,1986,1986,1951,,fic,,,unknown,"Duncan, Erika.",Those giants
5166,uc1.b4437631,1986,1986,1951,,fic,,,unknown,"Guernsey, Paul.",Unhallowed ground
5167,inu.30000039975416,1986,1986,1951,,fic,,,unknown,"Elwell, H. A.",Runyararo Road
5168,mdp.39015058146336,1986,1986,1951,,poe,,,male,"Old, Kenneth G.",Footprints in the dust
5169,uc1.b3662675,1986,1986,1951,,poe,,,unknown,"Bissundyal, Churaumanie.",Cleavage
5170,mdp.39015055479888,1986,1986,1951,,poe,,,unknown,"Harryman, Carla.",Vice
5171,mdp.39015064112496,1986,1986,1945,,poe,,,male,"Wayman, Tom,",The face of Jack Munro
5172,mdp.39015055119963,1986,1986,1956,,poe,,,mostly_female,"Harris, Gail,",The blue silk underwear of the incredible Miss Rainwater
5173,mdp.39015048442340,1987,1987,1928,,fic,,,unknown,"Jovanovski, Meto,",Cousins
5174,mdp.49015002292341,1987,1987,1950,,fic,,,male,"Nelson, Richard,",Accidental death of an anarchist
5175,mdp.39015048712593,1987,1987,1952,,fic,,,male,"Patten, Lewis B.",The best western stories of Lewis B. Patten
5176,uc1.32106008222454,1987,1987,1952,,fic,,,unknown,"Perry, Thomas.",Island
5177,mdp.39015019395048,1987,1987,1952,,fic,,,unknown,"Gourlay, Elizabeth.",The celluloid barrette
5178,mdp.39015056157731,1987,1987,1932,,fic,,,male,"Erdman, Paul Emil,",The palace
5179,uc1.b4973160,1987,1987,1952,,fic,,,unknown,"Ty-Casper, Linda.",Ten thousand seeds
5180,uc1.32106018248044,1987,1987,1952,,fic,,,unknown,"Grafton, Sue.",A is for alibi
5181,mdp.39015011807453,1987,1987,1942,,fic,,,male,"Crowley, John,",Aegypt
5182,inu.39000001351548,1987,1987,1952,,fic,,,unknown,"Updike, John.",More stately mansions
5183,uc1.32106007871889,1987,1987,1952,,fic,,,male,"Hogan, Edward J.",Tight case
5184,mdp.39015053122928,1987,1987,1953,,poe,,,unknown,"Lomatewama, Ramson,",Silent winds
5185,mdp.39015061863364,1987,1987,1952,,poe,,,unknown,"Avshalomov, Doris.",Voices in tall grass
5186,mdp.39015042136484,1987,1987,1952,,poe,,,male,"Emanuel, James A.",Deadly James and other poems
5187,mdp.39015055109444,1987,1987,1952,,poe,,,unknown,"Sarah, Robyn.",Becoming light
5188,mdp.39015054302396,1987,1987,1952,,poe,,,unknown,"Boyce, Murray.",Motion's eye
5189,uc1.b3713340,1987,1987,1952,,poe,,,unknown,"Ibitomihi, Micky.",Iyara the hunter
5190,mdp.39015058141253,1987,1987,1919,,poe,,,female,"Bennett, Louise,",Selected poems
5191,mdp.39015055843505,1987,1987,1949,,poe,,,male,"Agha, Shahid Ali,",A walk through the yellow pages
5192,mdp.49015000063645,1988,1988,1944,,fic,,,male,"Tuleja, Tad,",The cat's pajamas
5193,mdp.39015047656510,1988,1988,1953,,fic,,,unknown,"Gilliatt, Penelope.",A woman of singular occupation
5194,inu.30000120992890,1988,1988,1938,,fic,,,female,"Barrett, Susan,",Stephen and Violet
5195,inu.39000004585654,1988,1988,1953,,fic,,,unknown,"Cornwell, Bernard.",Redcoat
5196,uc1.b4360983,1988,1988,1952,,fic,,,male,"Westermann, John,",High crimes
5197,mdp.39015073445952,1988,1988,1953,,fic,,,unknown,"Beadle, Jeremy.",Death scene
5198,mdp.39015015337788,1988,1988,1953,,poe,,,unknown,"Perelman, Bob.",Captive audience
5199,mdp.39015055583283,1988,1988,1953,,poe,,,unknown,"Kaliba, Layding Lumumba.",The moon is my witness
5200,mdp.39015058791438,1988,1988,1953,,poe,,,unknown,"Langland, Joseph.",Twelve poems
5201,mdp.39015061869130,1988,1988,1953,,poe,,,male,"Miller, Jim Wayne.","Brier, his book"
5202,mdp.39076002920622,1988,1988,1953,,poe,,,unknown,"Shishmanian, Seta,",Poems
5203,mdp.39015069971219,1988,1988,1908,,poe,,,male,"Wandrei, Donald,",Collected poems
5204,mdp.39015061148683,1988,1988,1953,,poe,,,unknown,"Tobias, Jerry.",Imma flower
5205,mdp.39015061160738,1988,1988,1948,,poe,,,female,"Acker, Kathy,","Hello, I'm Erica Jong"
5206,mdp.39076002947211,1988,1988,1951,,poe,,,male,"Balakian, Peter,",Reply from Wilderness Island
5207,mdp.39015013399020,1988,1988,1953,,poe,,,unknown,"Piercy, Marge.",Available light
5208,inu.30000107401121,1988,1988,1953,,poe,,,female,"Pigno, Antonia Quintana.","Unas poesias de ""La jornada"""
5209,mdp.39015054294510,1988,1988,1953,,poe,,,unknown,"(Patrick K. K.) Quaidoo, P. K. K.",Africa my native land
5210,uc1.32106011481857,1989,1989,1954,,fic,,,unknown,Los Bros Hernandez,Duck feet
5211,uc1.32106014541798,1989,1989,1954,,fic,,,unknown,"Johnson, Fenton",Crossing the river
5212,mdp.39015017702112,1989,1989,1954,,fic,,,unknown,"Binding, Paul.",Kingfisher weather
5213,uc1.32106011931307,1989,1989,1933,,fic,,,female,"Lively, Penelope,",Moon tiger
5214,mdp.39015016945886,1989,1989,1954,,fic,,,unknown,"Moeri, Louise.",The forty-third war
5215,mdp.39015032584081,1989,1989,1954,,fic,,,female,"Tepper, Sheri S.",The gate to women's country
5216,mdp.39015014597762,1989,1989,1954,,fic,,,unknown,"Minot, Susan.",Lust & other stories
5217,inu.30000020682203,1989,1989,1954,,fic,,,unknown,"Gray, J. E. B.",Indian tales and legends
5218,mdp.39015019139180,1989,1989,1954,,fic,,,male,"Njoku, John E. Eberegbulam.",Traditionalism versus modernism at death
5219,inu.30000126311228,1989,1989,1954,,poe,,,unknown,"Iles, Norman.",The restoration of Cock Robin
5220,mdp.39015055823846,1989,1989,1954,,poe,,,unknown,"Atungaye, Monifa.",Provisions
5221,inu.30000115317913,1989,1989,1954,,poe,,,unknown,"Merriam, Kendall.",The face of the horse
5222,mdp.39015071820695,1989,1989,1954,,poe,,,unknown,"Lowe, Edward.",Remember to remember
5223,mdp.39015017752414,1990,1990,1955,,fic,,,unknown,"Shacochis, Bob.",The next new world
5224,mdp.39015018894090,1990,1990,1941,,fic,,,female,"Meschery, Joanne,",A gentleman's guide to the frontier
5225,mdp.39015018893837,1990,1990,1929,,fic,,,male,"Garrett, George,",Entered from the sun
5226,mdp.39015024975479,1990,1990,1959,,fic,,,male,"Dubus, Andre,",The cage keeper and other stories
5227,mdp.49015001396135,1990,1990,1955,,fic,,,unknown,"Stock, Catherine.",Armien's fishing trip
5228,mdp.39015018854433,1990,1990,1907,,fic,,,male,"Moravia, Alberto,",Journey to Rome
5229,mdp.39015019421067,1990,1990,1964,,fic,,,male,"Watkins, Paul,",In the blue light of African dreams
5230,inu.30000094748963,1990,1990,1955,,poe,,,unknown,"Shūshah, Fārūq.",The language of lover's blood
5231,mdp.39015071819556,1990,1990,1955,,poe,,,unknown,"Schuer, Scott.",November
5232,mdp.39015056801908,1991,1991,1956,,fic,,,unknown,"Duffy, Brian.",Head count
5233,mdp.39015046453224,1991,1991,1956,,fic,,,female,"Cornwell, Patricia Daniels.",Body of evidence
5234,mdp.39076002896954,1991,1991,1945,,fic,,,male,"Shirinian, Lorne,",Beginnings and ends
5235,mdp.39015021871291,1991,1991,1956,,fic,,,female,"Berberova, Nina Nikolaevna.",The tattered cloak and other novels
5236,inu.30000036923815,1991,1991,1956,,fic,,,unknown,"Mohammed, Suleman Uba.",Not fit to live
5237,uc1.b4350568,1991,1991,1956,,fic,,,unknown,"Ostransky, Leroy.",Sharkey's kid
5238,uc1.b3870426,1991,1991,1956,,fic,,,unknown,"Shiroyama, Saburō.",The takeover
5239,mdp.39015022260965,1991,1991,1956,,fic,,,unknown,"Hoobler, Dorothy.","Next stop, freedom"
5240,mdp.39015021993186,1991,1991,1928,,fic,,,male,"Trevor, William,",Two lives
5241,mdp.39015024952726,1991,1991,1943,,fic,,,male,"Dexter, Pete,",Brotherly love
5242,mdp.39015029120113,1991,1991,1956,,poe,,,andy,Red Hawk.,The Sioux dog dance
5243,mdp.39076002469562,1992,1992,1957,,fic,,,unknown,"Peet, Bill.",Ella
5244,mdp.39015029244558,1992,1992,1948,,fic,,,female,"Pfeffer, Susan Beth,",Family of strangers
5245,inu.30000008735916,1992,1992,1957,,fic,,,unknown,"Ngumy, James.",Poisoned bait
5246,mdp.39015029876888,1992,1992,1950,,fic,,,female,"Esquivel, Laura,",Like water for chocolate
5247,mdp.39015029216960,1992,1992,1957,,fic,,,unknown,"Redmon, Anne.",The genius of the sea
5248,mdp.39015025218945,1992,1992,1927,,fic,,,male,"Dickinson, Peter,",AK
5249,mdp.39015029222398,1992,1992,1957,,fic,,,unknown,"Hotze, Sollace.",Acquainted with the night
5250,inu.30000008738902,1992,1992,1957,,fic,,,unknown,"Piercy, Marge.",Body of glass
5251,inu.30000114444015,1992,1992,1911,,fic,,,unknown,"Hubbard, L. Ron (La Fayette Ron),",The ultimate adventure
5252,uc1.b4401325,1992,1992,1957,,bio,,,male,"Brizendine, Curtis Hansman.",Cloudy mountains
5253,inu.30000117927594,1992,1992,1957,,poe,,,unknown,"Benvenutto, Camincha.","Where I come from, where I am going ="
5254,uc1.32106018829538,1992,1992,1950,,poe,,,male,"Burleigh, David,",Winter sunlight
5255,mdp.39076002947070,1992,1992,1957,,poe,,,female,"Grenier, Arpine Konyalian.",Whores from Samarkand
5256,mdp.39015028871815,1993,1993,1958,,fic,,,unknown,"Bauer, Douglas.",The very air
5257,mdp.39015034285539,1993,1993,1958,,fic,,,unknown,"Amarasēkara, Rūpā.",Revolt to an era
5258,mdp.49015002972348,1993,1993,1958,,fic,,,unknown,"Walker, Walter.",The appearance of impropriety
5259,mdp.39015032550538,1993,1993,1954,,fic,,,unknown,"Hariharan, Githa,",The art of dying and other stories
5260,mdp.39015029578260,1993,1993,1958,,fic,,,unknown,"Schine, Cathleen.",Rameau's niece
5261,mdp.39015059135098,1993,1993,1916,,poe,,,male,"Ciardi, John,",Stations of the air
5262,mdp.39015056316485,1993,1993,1958,,poe,,,male,"English, Robert G.",Poetical jest--my gestful world
5263,inu.30000082359344,1993,1993,1972,,poe,,,male,"Deleanu, Daniel,",The sunset at sundown
5264,mdp.39015072779039,1993,1993,1958,,poe,,,unknown,"Papagiannopoulos-Smyrniotes, Goula.",Anthology of poems from Greek into English
5265,mdp.39015032952916,1994,1994,1959,,fic,,,unknown,"Walmsley, Lee.","Light sister, dark sister"
5266,mdp.39015032439062,1994,1994,1958,,fic,,,male,"Bass, Rick,",Platte river
5267,mdp.39015031775284,1994,1994,1959,,fic,,,unknown,"Canin, Ethan.",The palace thief
5268,mdp.39015032606959,1994,1994,1959,,fic,,,female,"Stuart, Sarah Payne.",The year Roger wasn't well
5269,mdp.39015033065239,1994,1994,1959,,fic,,,unknown,"Alvarez, Julia.",In the time of the butterflies
5270,mdp.39015033971378,1994,1994,1959,,bio,,,unknown,,A glass of green tea-- with Honig
5271,mdp.39015054295079,1994,1994,1962,,poe,,,female,"Jamie, Kathleen,",Mr and Mrs Scotland are dead
5272,mdp.39015058794994,1994,1994,1959,,poe,,,unknown,"Afrika, Tatamkulu.",Maqabane
5273,mdp.39015034259930,1994,1994,1959,,poe,,,unknown,"Mora, Pat.",Chants
5274,mdp.39015037756536,1995,1995,1958,,fic,,,female,"Brown, Gita,",Be I whole
5275,mdp.39015034525561,1995,1995,1960,,fic,,,unknown,"Grattan-Domínguez, Alejandro.",The dark side of the dream
5276,mdp.39015053789957,1995,1995,1960,,fic,,,unknown,"Rice, Jane.",The sixth dog
5277,mdp.39015037266445,1995,1995,1960,,fic,,,female,"Griffith, Helen V.",Grandaddy's stars
5278,mdp.39015061776525,1995,1995,1960,,poe,,,unknown,"Ochester, Ed.",Allegheny
5279,mdp.39015050822249,1995,1995,1938,,poe,,,female,"Erb, Elke,",Mountains in Berlin
5280,mdp.39015055478955,1995,1995,1960,,poe,,,unknown,"Bernstein, Carole.",And stepped away from the circle
5281,inu.30000066126222,1995,1995,1902,,poe,,,unknown,"Guillén, Nicolás,",The great zoo and other poems
5282,pst.000061118539,1996,1996,1908,,fic,,,male,"L'Amour, Louis,",The Californios
5283,inu.30000060925363,1996,1996,1961,,fic,,,unknown,"(Sunny G.). Ikhumetse, S. G.",Fingers of yesterday
5284,uc1.32106012923758,1996,1996,1961,,fic,v.3,,male,"Metcalf, Paul C",Collected works
5285,mdp.39015037417725,1996,1996,1945,,fic,,,female,"Nietzke, Ann,",Solo spinout
5286,inu.30000057462966,1996,1996,1961,,fic,,,unknown,"Nwani, Uche.",Weekend flame
5287,mdp.39015041282222,1996,1996,1932,,fic,,,unknown,"Kamleshwar,",The blue lake & other stories
5288,mdp.39015055209616,1996,1996,1961,,poe,,,unknown,"Cardona-Hine, Alvaro.",A garden of sound
5289,inu.30000092845407,1996,1996,1961,,poe,,,female,"Duarte, Maria Angelina.","On a Portuguese immigrant poem from California, 1901"
5290,inu.30000081018081,1996,1996,1952,,poe,,,male,"Simić, Goran,",The sorrow of Sarajevo
5291,mdp.39015054302107,1996,1996,1952,,poe,,,unknown,"Opoku-Agyemang, Kwadwo,",Cape Coast Castle
5292,pst.000066117698,1996,1996,1938,,poe,,,male,"Carver, Raymond,",All of us
5293,mdp.39015054295053,1996,1996,1961,,poe,,,unknown,"Brew, Kwesi.",The clan of the leopard and other poems
5294,mdp.39015061776467,1997,1997,1962,,fic,,,unknown,"Saul, John.",The Blackstone Chronicles
5295,uc1.32106014598228,1997,1997,1962,,fic,,,unknown,"Nagrodskai͡a, E",The wrath of Dionysus
5296,mdp.39015040067921,1997,1997,1962,,fic,,,male,"Wojdowski, Bogdan",Bread for the departed
5297,mdp.39015041314413,1997,1997,1943,,fic,,,male,"Martínez, Max,",Layover
5298,mdp.39015055435062,1997,1997,1962,,fic,,,unknown,"Garcia, Irma.",Laura's secret
5299,mdp.39015042980790,1997,1997,1962,,fic,,,unknown,"Nolan, Han.",Dancing on the edge
5300,inu.30000060905480,1997,1997,1962,,fic,,,male,"Bunting, Henry Idawari.",If the gold be enough
5301,mdp.39015041109243,1997,1997,1962,,fic,,,unknown,"Strong, Jonathan.",The old world
5302,mdp.39015041109615,1997,1997,1962,,fic,,,male,"Downing, Michael,",Perfect agreement
5303,mdp.39015051586801,1997,1997,1962,,poe,,,unknown,"Tripāṭhī, Śivaśaṅkara.",Cīna-Rāmāyaṇam
5304,mdp.39015059988405,1997,1997,1962,,poe,,,unknown,"Sastry, K. Srinivasa.",Isthmus
5305,inu.30000094649963,1997,1997,1939,,poe,,,male,"Garcia, Luis,",Poems for dinner
5306,mdp.39015040365994,1997,1997,1941,,poe,,,male,"Harris, Bill,",Yardbird suite
5307,inu.30000101523367,1997,1997,1962,,poe,,,unknown,"Eleburuibon, Ifayemi.",Ìrin Àjò Èdá
5308,mdp.39015064099867,1997,1997,1962,,poe,,,unknown,"Strickland, Stephanie.",True North
5309,mdp.39015053531276,1997,1997,1962,,poe,,,unknown,"Wosornu, Lade.",Journey without end
5310,mdp.39015056438222,1997,1997,1962,,poe,,,unknown,"Chiazo, Eze Chi,",The song of a foetus
5311,mdp.39015060115071,1997,1997,1948,,poe,,,unknown,"Ojaide, Tanure,",Delta blues and home songs
5312,mdp.39015050144693,1997,1997,1962,,poe,,,unknown,"Rashed, Shahryar.",Liquid clocks
5313,mdp.39015043089849,1998,1998,1963,,fic,,,unknown,"Duffy, Maureen.",Restitution
5314,mdp.39015046877497,1998,1998,1963,,fic,,,unknown,"Griffith, Lois.",Among others
5315,mdp.39015040371018,1998,1998,1963,,fic,,,unknown,"Torrey, Joanna.",Hungry
5316,inu.30000067169916,1998,1998,1963,,fic,,,unknown,"Botshelo, I. S.",Window of opportunity
5317,mdp.39015045627083,1998,1998,1926,,fic,,,male,"Fowles, John,",The magus
5318,mdp.39015047740561,1998,1998,1965,,fic,,,male,"Selvadurai, Shyam,",Cinnamon gardens
5319,pst.000046971005,1998,1998,1963,,fic,,,unknown,Skomantas.,Blood wedding
5320,mdp.39015045656470,1998,1998,1969,,fic,,,male,"Knight, Michael,",Divining rod
5321,uc1.32106016311877,1998,1998,1944,,poe,,,male,"Davidson, Michael,",The arcades
5322,mdp.39015048918174,1998,1998,1963,,poe,,,unknown,"Lee, Easton.",From behind the counter
5323,mdp.39015042755929,1998,1998,1893,,poe,,,male,"Guillén, Jorge,",Cántico
5324,mdp.39015047459667,1998,1998,1963,,poe,,,unknown,"Wilkinson, Claude.",Reading the Earth
5325,inu.30000064994233,1998,1998,1963,,poe,,,unknown,"Besong, Bate.",Just above Cameroon
5326,inu.30000060651498,1998,1998,1963,,poe,,,unknown,"Anyichie, Godwyn.",A soldier's arena
5327,mdp.39015053122936,1998,1998,1966,,poe,,,male,"Alexie, Sherman,",The man who loves salmon
5328,inu.30000081092888,1998,1998,1952,,poe,,,unknown,"Toledo, Aída,",The kindness of cybernetics =
5329,inu.32000001793373,1998,1998,1963,,poe,,,unknown,"Cepero, Nilda.",Lil' Havana blues
5330,uc1.32106018015062,1998,1998,1963,,poe,,,andy,"Dinh, Linh,",Drunkard boxing
5331,inu.30000060640038,1998,1998,1963,,poe,,,unknown,"Reed, Jeremy.",Half of life
5332,mdp.39015053536580,1998,1998,1963,,poe,,,unknown,"Khalique, Harris.",Divan
5333,aeu.ark+=13960=t4jm2pw2q,1998,1998,1963,,poe,,,female,"(Sophia Victoria) Gilbert, Sophia V.",Wayside echoes
5334,mdp.39015061028869,1998,1998,1947,,poe,,,male,"O'Siadhail, Micheal,",Our double time
5335,mdp.39015050128027,1999,1999,1964,,fic,,,unknown,"Cherry, Kelly.",The society of friends
5336,mdp.39015043638298,1999,1999,1964,,fic,,,unknown,"Marwah-Roy, Anuradha.",Idol love
5337,mdp.39015050288813,1999,1999,1942,,fic,,,male,"Cohen, Matt,",Elizabeth and after
